Cluster_ID,Best_Match,Similarity_Pct,Status,Total_Reads,Pct_of_Sample,Num_ASVs
Cluster_996,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,80.56,Confident match,232,0.15,15
Cluster_823,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,79.71,Low confidence / possible divergent,231,0.15,17
Cluster_264,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia;Babesia_microti;,76.32,Low confidence / possible divergent,231,0.15,41
Cluster_964,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,80.87,Confident match,230,0.15,14
Cluster_748,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,79.56,Low confidence / possible divergent,228,0.14,32
Cluster_423,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,59.7,Candidate novel taxon,228,0.14,16
Cluster_330,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_polaris;,71.65,Low confidence / possible divergent,225,0.14,15
Cluster_947,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,81.37,Confident match,225,0.14,23
Cluster_514,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,73.14,Low confidence / possible divergent,224,0.14,28
Cluster_956,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,78.43,Low confidence / possible divergent,221,0.14,26
Cluster_380,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;Alternaria_alternata;,71.32,Low confidence / possible divergent,220,0.14,22
Cluster_805,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,80.12,Confident match,219,0.14,20
Cluster_698,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,77.57,Low confidence / possible divergent,219,0.14,37
Cluster_712,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Glossilus;Glossilus_sp.;,72.56,Low confidence / possible divergent,216,0.14,30
Cluster_848,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,80.48,Confident match,215,0.14,12
Cluster_425,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula_B2_sp.;,77.15,Low confidence / possible divergent,215,0.14,41
Cluster_472,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,60.43,Candidate novel taxon,211,0.13,10
Cluster_891,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium7;Cryptosporidium7_sp.;,65.5,Low confidence / possible divergent,209,0.13,41
Cluster_432,Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Evaginogenida;Periacineta;Periacineta_mexicana;,61.28,Candidate novel taxon,201,0.13,15
Cluster_304,Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadida;Eupetalomonads_X;Eupetalomonads_XX;Eupetalomonads_XX_sp.;,77.89,Low confidence / possible divergent,201,0.13,38
Cluster_546,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemia;Wallemia_hederae;,79.23,Low confidence / possible divergent,200,0.13,29
Cluster_476,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Phagocata;Phagocata_sp.;,59.96,Candidate novel taxon,199,0.13,19
Cluster_413,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,75.27,Low confidence / possible divergent,199,0.13,13
Cluster_470,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,66.02,Low confidence / possible divergent,198,0.13,11
Cluster_306,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria1;Theileria_orientalis;,67.54,Low confidence / possible divergent,194,0.12,32
Cluster_135,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,64.64,Candidate novel taxon,193,0.12,17
Cluster_72,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_LAB5;Labyrinthulomycetes_LAB5_X;Labyrinthulomycetes_LAB5_X_sp.;,51.96,Candidate novel taxon,193,0.12,34
Cluster_997,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,78.59,Low confidence / possible divergent,191,0.12,13
Cluster_898,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,75.81,Low confidence / possible divergent,186,0.12,18
Cluster_421,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea_X;Trichocephalida;Trichocephalida_sp.;,71.85,Low confidence / possible divergent,185,0.12,19
Cluster_579,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria2;Theileria_luwenshuni;,75.16,Low confidence / possible divergent,184,0.12,16
Cluster_333,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,68.12,Low confidence / possible divergent,183,0.12,27
Cluster_551,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,67.65,Low confidence / possible divergent,183,0.12,19
Cluster_835,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,74.62,Low confidence / possible divergent,181,0.12,34
Cluster_605,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,81.42,Confident match,180,0.11,18
Cluster_54,Eukaryota;Excavata;Metamonada;Parabasalia;Trichomonadea;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas_vaginalis;,68.16,Low confidence / possible divergent,180,0.11,29
Cluster_321,Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX;Fungi_XXXX_sp.;,73.95,Low confidence / possible divergent,174,0.11,35
Cluster_361,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Thalassiosirales:plas;Thalassiosirales_X:plas;Thalassiosirales_XX:plas;Thalassiosirales_XX_sp.:plas;,54.33,Candidate novel taxon,172,0.11,25
Cluster_224,Eukaryota;Amoebozoa;Evosea;Evosea_X;Archamoebea;Archamoebea_X;Entamoebidae;Entamoeba;Entamoeba_chattoni;,68.05,Low confidence / possible divergent,170,0.11,19
Cluster_621,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia;Babesia_vogeli;,78.19,Low confidence / possible divergent,169,0.11,23
Cluster_953,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,74.07,Low confidence / possible divergent,169,0.11,23
Cluster_1017,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,80.08,Confident match,166,0.11,19
Cluster_357,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,70.23,Low confidence / possible divergent,166,0.11,12
Cluster_93,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_hominis;,60.29,Candidate novel taxon,164,0.1,15
Cluster_385,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Sarcocystidae;Sarcocystis;Sarcocystis_medusiformis;,64.54,Candidate novel taxon,163,0.1,19
Cluster_327,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos;,72.58,Low confidence / possible divergent,163,0.1,17
Cluster_407,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_sp.;,70.41,Low confidence / possible divergent,160,0.1,27
Cluster_830,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,75.5,Low confidence / possible divergent,159,0.1,17
Cluster_808,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,82.1,Confident match,156,0.1,10
Cluster_734,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,74.04,Low confidence / possible divergent,156,0.1,9
Cluster_443,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cyclidium_3;Cyclidium_glaucoma;,70.7,Low confidence / possible divergent,156,0.1,11
Cluster_1001,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,80.96,Confident match,155,0.1,7
Cluster_967,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,74.42,Low confidence / possible divergent,155,0.1,14
Cluster_994,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,81.48,Confident match,153,0.1,11
Cluster_531,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon5;Hepatozoon_canis;,76.32,Low confidence / possible divergent,153,0.1,20
Cluster_515,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Triparticalcar;Triparticalcar_sp.;,76.07,Low confidence / possible divergent,152,0.1,29
Cluster_915,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,74.86,Low confidence / possible divergent,152,0.1,21
Cluster_502,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia;Babesia_microti;,75.23,Low confidence / possible divergent,151,0.1,29
Cluster_524,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Triparticalcar;Triparticalcar_sp.;,73.07,Low confidence / possible divergent,151,0.1,29
Cluster_580,Eukaryota;Excavata;Discoba;Euglenozoa;Symbiontida;Symbiontida_X;Symbiontida_XX;Symbiontida_XXX;Symbiontida_XXX_sp.;,76.41,Low confidence / possible divergent,151,0.1,20
Cluster_879,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Graphium;Graphium_sp.;,62.05,Candidate novel taxon,151,0.1,11
Cluster_792,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,81.33,Confident match,151,0.1,14
Cluster_893,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,79.29,Low confidence / possible divergent,150,0.1,14
Cluster_934,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,73.12,Low confidence / possible divergent,149,0.09,14
Cluster_148,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;,37.65,Candidate novel taxon,149,0.09,26
Cluster_991,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,77.16,Low confidence / possible divergent,148,0.09,12
Cluster_753,Eukaryota;Amoebozoa;Evosea;Evosea_X;Variosea;Protosteliida;Protosteliida_X;Protostelium;Protostelium_mycophagum;,77.33,Low confidence / possible divergent,148,0.09,23
Cluster_982,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,76.04,Low confidence / possible divergent,148,0.09,11
Cluster_257,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Haemogregarinidae;Haemogregarina;Haemogregarina_sp.;,65.43,Low confidence / possible divergent,148,0.09,18
Cluster_593,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,73.12,Low confidence / possible divergent,147,0.09,26
Cluster_833,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium_sp.;,68.63,Low confidence / possible divergent,147,0.09,13
Cluster_721,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,82.4,Confident match,147,0.09,11
Cluster_962,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,70.97,Low confidence / possible divergent,147,0.09,11
Cluster_458,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,80.62,Confident match,146,0.09,24
Cluster_295,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,74.72,Low confidence / possible divergent,146,0.09,20
Cluster_625,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,71.63,Low confidence / possible divergent,146,0.09,14
Cluster_144,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,45.27,Candidate novel taxon,145,0.09,19
Cluster_818,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Catenulida;Stenostomum;Stenostomum_sphagnetorum;,68.53,Low confidence / possible divergent,145,0.09,9
Cluster_469,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,80.66,Confident match,144,0.09,19
Cluster_26,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;,45.1,Candidate novel taxon,143,0.09,28
Cluster_596,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthula;Labyrinthula_sp.;,79.37,Low confidence / possible divergent,143,0.09,22
Cluster_829,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Diversisporales;Scutellospora;Scutellospora_sp.;,78.63,Low confidence / possible divergent,141,0.09,12
Cluster_344,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiales_X;Suessiales_XX;Suessiales_XX_sp.;,58.22,Candidate novel taxon,140,0.09,5
Cluster_262,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon5;Hepatozoon_canis;,75.07,Low confidence / possible divergent,140,0.09,19
Cluster_950,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea_X;Trichocephalida;Trichocephalida_sp.;,75.49,Low confidence / possible divergent,139,0.09,18
Cluster_989,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,75.87,Low confidence / possible divergent,138,0.09,9
Cluster_342,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium_sp.;,72.46,Low confidence / possible divergent,137,0.09,18
Cluster_106,Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsea_X;Perkinsea_XX;Perkinsea_XXX;Perkinsea_XXXX;Perkinsea_XXXX_sp.;,54.6,Candidate novel taxon,136,0.09,23
Cluster_806,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,81.57,Confident match,136,0.09,13
Cluster_387,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Fusarium;Fusarium_sp.;,64.84,Candidate novel taxon,136,0.09,14
Cluster_750,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,80.97,Confident match,136,0.09,18
Cluster_332,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Haemogregarinidae;Haemogregarina;Haemogregarina_sp.;,75.31,Low confidence / possible divergent,136,0.09,17
Cluster_780,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,74.6,Low confidence / possible divergent,135,0.09,10
Cluster_796,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,76.17,Low confidence / possible divergent,135,0.09,15
Cluster_311,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,67.01,Low confidence / possible divergent,135,0.09,15
Cluster_115,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_catenella;,66.84,Low confidence / possible divergent,134,0.09,23
Cluster_1020,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,78.43,Low confidence / possible divergent,133,0.08,8
Cluster_537,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Metazoa:mito;Craniata:mito;Craniata_X:mito;Craniata_XX:mito;Myotis:mito;Myotis_capaccinii:mito;,67.57,Low confidence / possible divergent,133,0.08,18
Cluster_639,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,75.91,Low confidence / possible divergent,130,0.08,18
Cluster_221,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Thalassiosirales:plas;Thalassiosirales_X:plas;Thalassiosirales_XX:plas;Thalassiosirales_XX_sp.:plas;,65.14,Low confidence / possible divergent,130,0.08,12
Cluster_530,Eukaryota;TSAR;Alveolata;Ciliophora;Armophorea;Armophorea_X;Metopidae;Metopidae_X;Metopidae_X_sp.;,74.55,Low confidence / possible divergent,130,0.08,15
Cluster_456,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,68.0,Low confidence / possible divergent,129,0.08,14
Cluster_788,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,78.94,Low confidence / possible divergent,129,0.08,15
Cluster_1007,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_sp.;,82.05,Confident match,128,0.08,15
Cluster_657,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,81.34,Confident match,128,0.08,15
Cluster_690,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,71.89,Low confidence / possible divergent,128,0.08,20
Cluster_1004,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,81.41,Confident match,128,0.08,14
Cluster_722,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,85.51,Confident match,127,0.08,19
Cluster_180,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Neogloboquadrina;Neogloboquadrina_pachyderma;,70.22,Low confidence / possible divergent,127,0.08,52
Cluster_648,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria2;Theileria_luwenshuni;,79.9,Low confidence / possible divergent,127,0.08,11
Cluster_705,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Graphium;Graphium_sp.;,74.68,Low confidence / possible divergent,125,0.08,19
Cluster_461,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,70.91,Low confidence / possible divergent,125,0.08,24
Cluster_764,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium_sp.;,76.52,Low confidence / possible divergent,124,0.08,15
Cluster_684,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria3;Theileria_capreoli;,78.84,Low confidence / possible divergent,123,0.08,12
Cluster_450,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Trichoderma;Trichoderma_sp.;,60.87,Candidate novel taxon,122,0.08,16
Cluster_651,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,76.91,Low confidence / possible divergent,122,0.08,11
Cluster_895,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon5;Hepatozoon_canis;,72.13,Low confidence / possible divergent,122,0.08,13
Cluster_550,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_pseudodichotomus;,74.61,Low confidence / possible divergent,121,0.08,21
Cluster_319,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cyclidium_3;Cyclidium_glaucoma;,57.89,Candidate novel taxon,121,0.08,11
Cluster_708,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_sp.;,75.89,Low confidence / possible divergent,121,0.08,11
Cluster_312,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,61.99,Candidate novel taxon,120,0.08,21
Cluster_592,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,72.11,Low confidence / possible divergent,120,0.08,8
Cluster_374,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,73.54,Low confidence / possible divergent,120,0.08,18
Cluster_973,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,79.1,Low confidence / possible divergent,119,0.08,12
Cluster_139,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida;Tetrahymenida_X;Tetrahymenida_X_sp.;,46.87,Candidate novel taxon,119,0.08,18
Cluster_603,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Ulvophyceae:plas;Bryopsidales:plas;Ostreobiaceae:plas;Ostreobium:plas;Ostreobium_sp.:plas;,71.53,Low confidence / possible divergent,118,0.08,10
Cluster_377,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_pseudodichotomus;,75.57,Low confidence / possible divergent,118,0.08,18
Cluster_649,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,73.96,Low confidence / possible divergent,118,0.08,11
Cluster_635,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia10;Babesia_divergens;,71.82,Low confidence / possible divergent,118,0.08,24
Cluster_654,Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_B;Pelagomonadales_clade_B4;Pelagomonadales_clade_B4_sp.;,72.99,Low confidence / possible divergent,117,0.07,10
Cluster_761,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,74.16,Low confidence / possible divergent,115,0.07,15
Cluster_935,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,78.67,Low confidence / possible divergent,115,0.07,14
Cluster_109,Eukaryota;TSAR;Alveolata;Ciliophora;Armophorea;Armophorea_X;Metopidae;Metopidae_X;Metopidae_X_sp.;,51.73,Candidate novel taxon,114,0.07,17
Cluster_694,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,68.84,Low confidence / possible divergent,113,0.07,12
